# x
1.320000000000000062e+00 0.000000000000000000e+00
1.319988698007730221e+00 3.421451723940856747e-03
1.319954793279301208e+00 6.842768104275136209e-03
1.319898289559600313e+00 1.026381380275009740e-02
1.319819193089262654e+00 1.368445349182046203e-02
1.319717512603405529e+00 1.710455186000160721e-02
1.319593259329855606e+00 2.052397361722214583e-02
1.319446446986874077e+00 2.394258350017562653e-02
1.319277091780373334e+00 2.736024627767120326e-02
1.319085212400633589e+00 3.077682675598303677e-02
1.318870830018514795e+00 3.419218978419817645e-02
1.318633968281167190e+00 3.760620025956279422e-02
1.318374653307243349e+00 4.101872313282646509e-02
1.318092913681609080e+00 4.442962341358441120e-02
1.317788780449560493e+00 4.783876617561732408e-02
1.317462287110542807e+00 5.124601656222868562e-02
1.317113469611377763e+00 5.465123979157936879e-02
1.316742366339000325e+00 5.805430116201924090e-02
1.316349018112704439e+00 6.145506605741562350e-02
1.315933468175905396e+00 6.485339995247831058e-02
1.315495762187414375e+00 6.824916841808104095e-02
1.315035948212237127e+00 7.164223712657924459e-02
1.314554076711887953e+00 7.503247185712355605e-02
1.314050200534234714e+00 7.841973850096931042e-02
1.313524374902866665e+00 8.180390306678156365e-02
1.312976657405996672e+00 8.518483168593536659e-02
1.312407107984895571e+00 8.856239061781130684e-02
1.311815788921867565e+00 9.193644625508590185e-02
1.311202764827763545e+00 9.530686512901673235e-02
1.310568102629044551e+00 9.867351391472219124e-02
1.309911871554390483e+00 1.020362594364554176e-01
1.309234143120866500e+00 1.053949686728723190e-01
1.308534991119644220e+00 1.087495087622936951e-01
1.307814491601287710e+00 1.120997470079607566e-01
1.307072722860604719e+00 1.154455508832842869e-01
1.306309765421070468e+00 1.187867880370871293e-01
1.305525702018827339e+00 1.221233262988394991e-01
1.304720617586266229e+00 1.254550336838874403e-01
1.303894599235191798e+00 1.287817783986737741e-01
1.303047736239583809e+00 1.321034288459514150e-01
1.302180120017949250e+00 1.354198536299890399e-01
1.301291844115280316e+00 1.387309215617688885e-01
1.300383004184618940e+00 1.420365016641760014e-01
1.299453697968231847e+00 1.453364631771796034e-01
1.298504025278409024e+00 1.486306755630054377e-01
1.297534087977880279e+00 1.519190085112995525e-01
1.296543989959868526e+00 1.552013319442830663e-01
1.295533837127773369e+00 1.584775160218976908e-01
1.294503737374501862e+00 1.617474311469417336e-01
1.293453800561444655e+00 1.650109479701969140e-01
1.292384138497107537e+00 1.682679373955446589e-01
1.291294864915405460e+00 1.715182705850733513e-01
1.290186095453621951e+00 1.747618189641741704e-01
1.289057947630044332e+00 1.779984542266277447e-01
1.287910540821278760e+00 1.812280483396793429e-01
1.286743996239253285e+00 1.844504735491032943e-01
1.285558436907913826e+00 1.876656023842572241e-01
1.284353987639622385e+00 1.908733076631237979e-01
1.283130775011263047e+00 1.940734624973420586e-01
1.281888927340061546e+00 1.972659402972267995e-01
1.280628574659128827e+00 2.004506147767759483e-01
1.279349848692731495e+00 2.036273599586662653e-01
1.278052882831299364e+00 2.067960501792366068e-01
1.276737812106177650e+00 2.099565600934588105e-01
1.275404773164127370e+00 2.131087646798961455e-01
1.274053904241585489e+00 2.162525392456486339e-01
1.272685345138690360e+00 2.193877594312858004e-01
1.271299237193078469e+00 2.225143012157657640e-01
1.269895723253463338e+00 2.256320409213413980e-01
1.268474947653001728e+00 2.287408552184525823e-01
1.267037056182453991e+00 2.318406211306048015e-01
1.265582196063147702e+00 2.349312160392337534e-01
1.264110515919753208e+00 2.380125176885559413e-01
1.262622165752875780e+00 2.410844041904046109e-01
1.261117296911473451e+00 2.441467540290513938e-01
1.259596062065108768e+00 2.471994460660133230e-01
1.258058615176042228e+00 2.502423595448444171e-01
1.256505111471173164e+00 2.532753740959126643e-01
1.254935707413837642e+00 2.562983697411617134e-01
1.253350560675472236e+00 2.593112268988565505e-01
1.251749830107146577e+00 2.623138263883139643e-01
1.250133675710979109e+00 2.653060494346171638e-01
1.248502258611437599e+00 2.682877776733140762e-01
1.246855741026536624e+00 2.712588931550993787e-01
1.245194286238936909e+00 2.742192783504805997e-01
1.243518058566956963e+00 2.771688161544270668e-01
1.241827223335500108e+00 2.801073898910020898e-01
1.240121946846912016e+00 2.830348833179789358e-01
1.238402396351767187e+00 2.859511806314384841e-01
1.236668740019601254e+00 2.888561664703502285e-01
1.234921146909589984e+00 2.917497259211360716e-01
1.233159786941185221e+00 2.946317445222153553e-01
1.231384830864715951e+00 2.975021082685332940e-01
1.229596450231961624e+00 3.003607036160702015e-01
1.227794817366703262e+00 3.032074174863333416e-01
1.225980105335264359e+00 3.060421372708297949e-01
1.224152487917042675e+00 3.088647508355210625e-01
1.222312139575047807e+00 3.116751465252588504e-01
1.220459235426444966e+00 3.144732131682017040e-01
1.218593951213117643e+00 3.172588400802126563e-01
1.216716463272252469e+00 3.200319170692379478e-01
1.214826948506956938e+00 3.227923344396654848e-01
1.212925584356914666e+00 3.255399829966642011e-01
1.211012548769085262e+00 3.282747540505038253e-01
1.209088020168459954e+00 3.309965394208540523e-01
1.207152177428873596e+00 3.337052314410640097e-01
1.205205199843884856e+00 3.364007229624211281e-01
1.203247267097730333e+00 3.390829073583898623e-01
1.201278559236358845e+00 3.417516785288294279e-01
1.199299256638552080e+00 3.444069309041907778e-01
1.197309539987140958e+00 3.470485594496928172e-01
1.195309590240320352e+00 3.496764596694773575e-01
1.193299588603073724e+00 3.522905276107423655e-01
1.191279716498708785e+00 3.548906598678542856e-01
1.189250155540514609e+00 3.574767535864386003e-01
1.187211087503545537e+00 3.600487064674482429e-01
1.185162694296536978e+00 3.626064167712103603e-01
1.183105157933959539e+00 3.651497833214511490e-01
